# EIG file: diamond.EIG   fdf file: diamond_scf.fdf
# Fermi energy (eV): -6.070552
# ElectronicTemperature: 0.025852 eV   OccupationFunction: FD   OccupationMPOrder: 1   degeneracy: 2.0
# k-index  spin  band  eigenvalue(eV)  occupation
   123     1     22       88.084345    0.000000
   123     1     23       93.073133    0.000000
   123     1     24      104.506548    0.000000
   123     1     25      131.709954    0.000000
   123     1     26      144.176642    0.000000
   124     1      1      -26.954314    2.000000
   124     1      2      -12.101633    2.000000
   124     1      3      -10.766255    2.000000
   124     1      4      -10.160756    2.000000
   124     1      5       -2.238585    0.000000
   124     1      6        2.550637    0.000000
   124     1      7        2.600711    0.000000
   124     1      8        5.097458    0.000000
   124     1      9       13.740462    0.000000
   124     1     10       16.176316    0.000000
   124     1     11       21.798824    0.000000
   124     1     12       29.322996    0.000000
   124     1     13       34.853376    0.000000
   124     1     14       38.973509    0.000000
   124     1     15       40.233317    0.000000
   124     1     16       40.648430    0.000000
   124     1     17       49.150512    0.000000
   124     1     18       58.201848    0.000000
   124     1     19       63.464203    0.000000
   124     1     20       81.912713    0.000000
   124     1     21       85.314273    0.000000
   124     1     22       90.324703    0.000000
   124     1     23      106.767519    0.000000
   124     1     24      112.905497    0.000000
   124     1     25      128.588429    0.000000
   124     1     26      160.146036    0.000000
   125     1      1      -27.389225    2.000000
   125     1      2      -11.463018    2.000000
   125     1      3      -10.752936    2.000000
   125     1      4       -8.849087    2.000000
   125     1      5       -1.538678    0.000000
   125     1      6        1.219888    0.000000
   125     1      7        1.434476    0.000000
   125     1      8        6.289772    0.000000
   125     1      9       14.230554    0.000000
   125     1     10       16.083730    0.000000
   125     1     11       19.580987    0.000000
   125     1     12       28.398023    0.000000
   125     1     13       32.811471    0.000000
   125     1     14       39.091755    0.000000
   125     1     15       39.659611    0.000000
   125     1     16       40.668613    0.000000
   125     1     17       48.489188    0.000000
   125     1     18       57.431807    0.000000
   125     1     19       67.553949    0.000000
   125     1     20       78.752784    0.000000
   125     1     21       91.293238    0.000000
   125     1     22       94.167715    0.000000
   125     1     23      107.243415    0.000000
   125     1     24      112.018691    0.000000
   125     1     25      127.593829    0.000000
   125     1     26      167.536218    0.000000
   126     1      1      -27.450414    2.000000
   126     1      2      -12.083945    2.000000
   126     1      3      -10.138392    2.000000
   126     1      4       -8.392540    2.000000
   126     1      5       -0.639931    0.000000
   126     1      6        0.520878    0.000000
   126     1      7        0.601665    0.000000
   126     1      8        6.814836    0.000000
   126     1      9       15.596604    0.000000
   126     1     10       15.905198    0.000000
   126     1     11       17.683328    0.000000
   126     1     12       25.317598    0.000000
   126     1     13       34.740247    0.000000
   126     1     14       38.908232    0.000000
   126     1     15       40.451264    0.000000
   126     1     16       40.565539    0.000000
   126     1     17       47.966713    0.000000
   126     1     18       61.371263    0.000000
   126     1     19       69.957686    0.000000
   126     1     20       75.717017    0.000000
   126     1     21       94.675245    0.000000
   126     1     22       95.581071    0.000000
   126     1     23      101.107311    0.000000
   126     1     24      111.407470    0.000000
   126     1     25      124.146239    0.000000
   126     1     26      184.320836    0.000000
   127     1      1      -27.138042    2.000000
   127     1      2      -12.992907    2.000000
   127     1      3       -9.896988    2.000000
   127     1      4       -9.107913    2.000000
   127     1      5       -0.928097    0.000000
   127     1      6        1.142113    0.000000
   127     1      7        1.198263    0.000000
   127     1      8        6.534350    0.000000
   127     1      9       14.839844    0.000000
   127     1     10       15.807189    0.000000
   127     1     11       19.340457    0.000000
   127     1     12       24.137060    0.000000
   127     1     13       36.224424    0.000000
   127     1     14       38.866163    0.000000
   127     1     15       40.932301    0.000000
   127     1     16       41.303423    0.000000
   127     1     17       48.284800    0.000000
   127     1     18       64.165745    0.000000
   127     1     19       67.319462    0.000000
   127     1     20       76.564062    0.000000
   127     1     21       87.246181    0.000000
   127     1     22       94.265023    0.000000
   127     1     23       99.017852    0.000000
   127     1     24      104.610498    0.000000
   127     1     25      122.638928    0.000000
   127     1     26      198.026946    0.000000
   128     1      1      -26.459649    2.000000
   128     1      2      -13.784091    2.000000
   128     1      3      -11.607500    2.000000
   128     1      4       -9.496464    2.000000
   128     1      5       -0.682418    0.000000
   128     1      6        1.723707    0.000000
   128     1      7        2.534829    0.000000
   128     1      8        5.808422    0.000000
   128     1      9       14.475437    0.000000
   128     1     10       15.341423    0.000000
   128     1     11       19.380979    0.000000
   128     1     12       27.626616    0.000000
   128     1     13       35.974758    0.000000
   128     1     14       38.531914    0.000000
   128     1     15       41.261276    0.000000
   128     1     16       43.114818    0.000000
   128     1     17       48.201963    0.000000
   128     1     18       59.690080    0.000000
   128     1     19       64.882171    0.000000
   128     1     20       77.323483    0.000000
   128     1     21       83.306018    0.000000
   128     1     22       85.675619    0.000000
